"id","weight40","sex","Cluster","Cluster_labels"
868412000,1.09035217761993,1,4,"Late & Diverse Transitions"
868869000,0.469604969024658,0,4,"Late & Diverse Transitions"
869217000,0.678107261657715,0,3,"Stable Married, One Child"
869252000,0.417916983366013,1,1,"Persistent Single"
870180000,0.263821184635162,0,5,"Delayed Union Formation"
870443000,1.60332930088043,1,2,"Early Family Formation"
870581000,0.978915274143219,0,4,"Late & Diverse Transitions"
872090000,0.305381864309311,1,2,"Early Family Formation"
872481000,0.436603516340256,1,5,"Delayed Union Formation"
872491000,3.00286102294922,1,5,"Delayed Union Formation"
872603000,2.22687387466431,0,4,"Late & Diverse Transitions"
872624000,0.949698269367218,0,2,"Early Family Formation"
873638000,0.632610499858856,0,4,"Late & Diverse Transitions"
873753000,0.703622579574585,0,4,"Late & Diverse Transitions"
873918000,0.311091929674149,0,3,"Stable Married, One Child"
874390000,0.628083646297455,0,2,"Early Family Formation"
874640000,0.244458138942719,1,5,"Delayed Union Formation"
875061000,0.236238986253738,1,3,"Stable Married, One Child"
875957000,0.409788548946381,1,2,"Early Family Formation"
876034000,0.269076704978943,1,4,"Late & Diverse Transitions"
877759000,0.619538247585297,1,2,"Early Family Formation"
877808000,1.52273309230804,0,3,"Stable Married, One Child"
878055000,0.470696836709976,0,1,"Persistent Single"
878788000,0.255768269300461,0,3,"Stable Married, One Child"
879188000,1.3470801115036,1,2,"Early Family Formation"
879733000,0.416569083929062,0,4,"Late & Diverse Transitions"
879766000,0.253263890743256,0,4,"Late & Diverse Transitions"
880518000,0.506583511829376,0,4,"Late & Diverse Transitions"
880621000,1.23972511291504,1,1,"Persistent Single"
880785000,0.284178376197815,0,3,"Stable Married, One Child"
881380000,2.34482431411743,0,1,"Persistent Single"
882681000,0.351097404956818,0,4,"Late & Diverse Transitions"
883034000,0.491865634918213,1,1,"Persistent Single"
883069000,0.222752392292023,0,1,"Persistent Single"
883147000,0.272782772779465,0,4,"Late & Diverse Transitions"
884112000,0.411666482686996,1,1,"Persistent Single"
884450000,0.361849576234818,0,2,"Early Family Formation"
884485000,0.276405483484268,1,2,"Early Family Formation"
885347000,0.572055637836456,1,3,"Stable Married, One Child"
886365000,0.684489130973816,0,2,"Early Family Formation"
887003000,2.39748430252075,1,2,"Early Family Formation"
887137000,0.341869592666626,0,4,"Late & Diverse Transitions"
887699000,0.516154706478119,0,2,"Early Family Formation"
887856000,1.52981352806091,1,3,"Stable Married, One Child"
888351000,0.268675625324249,0,5,"Delayed Union Formation"
888607000,0.279655188322067,1,4,"Late & Diverse Transitions"
889729000,0.719340264797211,0,4,"Late & Diverse Transitions"
890188000,0.313990771770477,0,4,"Late & Diverse Transitions"
890539000,0.516785979270935,0,4,"Late & Diverse Transitions"
891608000,0.241465926170349,1,1,"Persistent Single"
891772000,0.890718281269073,1,3,"Stable Married, One Child"
891808000,0.334511697292328,0,1,"Persistent Single"
891931000,0.257927536964417,1,5,"Delayed Union Formation"
892652000,0.243381202220917,1,1,"Persistent Single"
892791000,0.25877445936203,1,1,"Persistent Single"
893780000,0.954215526580811,0,1,"Persistent Single"
894088000,0.291836619377136,0,4,"Late & Diverse Transitions"
894570000,0.247481018304825,1,3,"Stable Married, One Child"
895058000,2.68810486793518,0,4,"Late & Diverse Transitions"
895105000,0.693399965763092,1,3,"Stable Married, One Child"
895705000,0.494713127613068,1,1,"Persistent Single"
897863000,0.6956627368927,0,2,"Early Family Formation"
898100000,0.49144583940506,1,4,"Late & Diverse Transitions"
898405000,0.459669888019562,1,3,"Stable Married, One Child"
898605000,0.280594080686569,0,3,"Stable Married, One Child"
899021000,0.475101202726364,0,1,"Persistent Single"
899415000,0.284897834062576,1,4,"Late & Diverse Transitions"
899519000,1.30792224407196,0,2,"Early Family Formation"
899669000,0.674164056777954,1,4,"Late & Diverse Transitions"
900270000,0.664843082427979,0,3,"Stable Married, One Child"
900460000,0.307182878255844,1,5,"Delayed Union Formation"
900891000,0.662139713764191,1,1,"Persistent Single"
901014000,0.24338473379612,1,4,"Late & Diverse Transitions"
902274000,0.250016510486603,1,4,"Late & Diverse Transitions"
902679000,5.32912683486938,0,2,"Early Family Formation"
903248000,0.576484501361847,1,1,"Persistent Single"
904645000,1.03794836997986,0,2,"Early Family Formation"
905040000,0.240223243832588,1,1,"Persistent Single"
905522000,0.374507695436478,1,4,"Late & Diverse Transitions"
906681000,0.247173652052879,1,1,"Persistent Single"
907601000,2.06574320793152,0,1,"Persistent Single"
908055000,0.690642178058624,1,2,"Early Family Formation"
908429000,0.304365277290344,0,4,"Late & Diverse Transitions"
909197000,0.698359608650208,0,1,"Persistent Single"
910269000,0.626782119274139,0,4,"Late & Diverse Transitions"
912112000,0.299350708723068,1,4,"Late & Diverse Transitions"
913020000,0.405268132686615,0,1,"Persistent Single"
913719000,0.312734007835388,1,1,"Persistent Single"
914137000,0.244438841938972,1,4,"Late & Diverse Transitions"
914831000,0.240636095404625,0,4,"Late & Diverse Transitions"
915312000,0.551877081394196,1,3,"Stable Married, One Child"
915924000,1.15860760211945,0,4,"Late & Diverse Transitions"
916638000,0.457356810569763,0,5,"Delayed Union Formation"
916751000,0.769022941589355,1,4,"Late & Diverse Transitions"
916863000,0.630935788154602,0,3,"Stable Married, One Child"
916916000,0.579729795455933,1,3,"Stable Married, One Child"
917003000,0.363944441080093,0,5,"Delayed Union Formation"
917077000,0.455109000205994,0,5,"Delayed Union Formation"
917356000,0.784194648265839,1,4,"Late & Diverse Transitions"
917524000,1.04537665843964,1,4,"Late & Diverse Transitions"
917726000,0.902065575122833,1,2,"Early Family Formation"
918511000,0.468074262142181,0,3,"Stable Married, One Child"
918595000,0.505112051963806,1,5,"Delayed Union Formation"
918958000,3.20462465286255,0,2,"Early Family Formation"
919111000,1.47296071052551,0,4,"Late & Diverse Transitions"
920140000,2.02282309532166,0,5,"Delayed Union Formation"
920303000,0.620610594749451,1,2,"Early Family Formation"
