Start Date,ID,"Yesterday, how much time did you spend: - Speaking in class","Yesterday, how much time did you spend: - Listening in class","Yesterday, how much time did you spend: - In conversation on the phone","Yesterday, how much time did you spend: - In face-to-face conversation outside of class","Yesterday, how much time did you spend: - Instant-messaging on the Internet","Yesterday, how much time did you spend: - Reading school-related material NOT on the Internet","Yesterday, how much time did you spend: - Reading school-related material on the Internet","Yesterday, how much time did you spend: - Listening to music","Yesterday, how much time did you spend: - Watching/listening to TV"
9/19/2020,Fall 60,0,3,0,4,2,1,4,4,3
9/19/2020,Summer 12,0,0,0,4,2,0,4,4,0
9/19/2020,Fall 24,0,0,4,4,2,0,2,4,4
9/19/2020,Fall 28,0,0,0,3,3,2,3,4,3
9/19/2020,Fall 33,0,0,2,3,2,0,4,4,0
9/19/2020,Fall 31,2,3,0,4,2,1,4,4,4
9/19/2020,Fall 40,0,0,1,1,1,4,4,4,2
9/19/2020,Fall 54,0,0,4,4,4,0,4,4,0
9/19/2020,Fall 35,0,0,0,4,1,0,4,3,4
9/19/2020,Fall 48,0,0,4,4,4,1,4,0,4
9/19/2020,Fall 44,0,4,4,4,4,1,3,4,4
9/19/2020,Fall 41,1,4,3,4,2,1,4,2,1
9/19/2020,Fall 52,0,4,1,4,2,0,0,4,4
9/19/2020,Fall 56,0,0,4,1,1,0,4,4,4
9/19/2020,Fall 32,1,4,2,4,4,0,4,4,2
9/19/2020,Fall 51,0,0,0,4,1,0,4,4,4
9/19/2020,Fall 89,0,0,2,0,1,4,4,4,0
9/19/2020,Fall 53,1,4,0,4,3,0,1,2,4
9/19/2020,Summer 15,0,0,0,4,2,2,0,1,1
9/19/2020,Fall 68,0,1,2,4,2,1,3,2,4
9/19/2020,Fall 39,0,0,4,4,4,0,2,0,3
9/20/2020,Fall 45,0,0,1,4,1,0,2,4,0
9/20/2020,Fall 27,0,0,1,4,1,0,0,4,0
9/20/2020,Fall 29,1,2,0,1,1,0,2,1,0
9/20/2020,Fall 26,0,4,4,4,2,0,4,2,0
9/20/2020,Fall 59,0,0,0,4,1,0,0,4,4
9/20/2020,Fall 36,0,0,0,4,2,0,4,0,4
9/20/2020,Fall 43,0,0,1,2,0,0,0,2,0
9/20/2020,Summer 23,0,0,4,4,2,0,4,4,4
9/20/2020,Fall 40,0,0,1,1,1,4,4,4,2
9/20/2020,Fall 63,0,0,0,4,4,0,4,4,0
9/20/2020,Fall 33,0,0,2,4,2,0,3,4,4
9/20/2020,Fall 24,0,0,4,4,4,0,0,4,4
9/20/2020,Fall 54,0,0,2,4,4,0,4,4,0
9/20/2020,Fall 31,0,0,0,4,2,0,4,4,4
9/20/2020,Fall 51,0,0,0,4,1,0,4,4,1
9/20/2020,Fall 41,0,0,2,3,2,1,4,1,2
9/20/2020,Fall 34,0,0,0,4,1,0,0,4,4
9/20/2020,Fall 32,0,0,2,4,4,0,4,4,0
9/20/2020,Fall 30,0,2,0,0,2,0,0,3,4
9/20/2020,Fall 53,0,0,3,4,3,0,0,2,0
9/20/2020,Fall 28,0,0,1,4,4,3,2,4,2
9/20/2020,Summer 21,0,2,4,4,1,2,1,3,0
9/20/2020,Fall 68,1,4,2,4,2,3,2,4,4
9/20/2020,Fall 39,0,0,4,4,2,0,1,4,3
9/20/2020,Fall 35,0,0,0,4,1,0,4,0,4
9/20/2020,Fall 62,0,0,3,4,3,4,4,0,0
9/20/2020,Fall 48,0,2,4,4,4,2,2,0,4
9/20/2020,Fall 42,0,0,4,4,4,0,4,2,4
9/20/2020,Fall 57,0,4,1,4,4,0,4,1,4
9/20/2020,Fall 89,0,0,1,0,0,4,4,4,0
9/20/2020,Fall 44,0,0,2,4,4,0,2,4,4
9/20/2020,Fall 52,0,0,0,0,1,0,0,1,0
9/20/2020,Fall 60,0,0,2,4,2,1,1,4,3
9/21/2020,Fall 50,0,0,2,3,2,0,4,4,4
9/21/2020,Fall 26,0,0,0,4,2,0,4,4,0
9/21/2020,Fall 171,1,0,3,4,4,4,4,3,3
9/21/2020,Fall 37,0,0,0,1,4,4,0,4,0
9/21/2020,Fall 60,0,3,4,4,2,1,1,2,4
9/21/2020,Fall 36,0,0,0,0,1,0,2,0,4
9/21/2020,Fall 41,0,0,3,4,3,1,3,4,1
9/21/2020,Fall 53,0,0,0,4,2,0,2,2,4
9/21/2020,Fall 40,1,4,0,2,1,4,4,4,2
9/21/2020,Fall 54,1,4,2,4,4,0,4,4,4
9/21/2020,Fall 42,0,0,4,4,4,0,3,0,4
9/21/2020,Fall 43,1,4,1,1,2,0,3,0,0
9/21/2020,Fall 57,0,0,2,4,4,0,4,1,4
9/21/2020,Fall 31,0,4,0,4,2,0,4,2,4
9/21/2020,Fall 33,1,4,1,4,2,0,3,4,0
9/21/2020,Fall 32,0,4,0,4,4,0,4,4,2
9/21/2020,Fall 89,0,0,1,0,0,2,4,4,0
9/21/2020,Fall 39,1,4,4,4,3,0,2,1,3
9/21/2020,Summer 12,1,3,4,4,4,0,4,4,0
9/21/2020,Fall 24,2,4,4,4,4,2,2,4,2
9/21/2020,Fall 59,0,0,0,4,3,3,4,4,0
9/21/2020,Fall 34,0,0,3,4,2,0,2,4,4
9/21/2020,Fall 49,0,0,1,4,2,0,1,4,1
9/21/2020,Fall 61,0,0,3,4,2,1,3,0,4
9/21/2020,Fall 56,0,0,4,0,1,0,4,4,4
9/21/2020,Fall 35,1,4,4,4,1,0,4,0,0
9/21/2020,Fall 44,0,0,2,4,4,1,2,3,4
9/21/2020,Fall 48,0,4,4,4,2,0,0,0,2
9/21/2020,Fall 63,0,4,0,4,4,0,4,4,0
9/21/2020,Fall 52,0,0,0,0,0,0,0,0,0
9/21/2020,Fall 173,0,3,1,4,2,0,2,1,1
9/22/2020,Fall 45,1,4,0,4,2,0,4,4,0
9/22/2020,Fall 171,0,4,3,3,1,0,2,4,3
9/22/2020,Fall 51,1,4,0,4,1,0,4,4,3
9/22/2020,Fall 60,0,4,1,4,2,1,4,2,3
9/22/2020,Fall 37,0,4,0,1,4,4,0,4,0
9/22/2020,Fall 30,0,4,0,4,4,0,2,4,4
9/22/2020,Fall 53,1,4,2,4,2,0,0,1,0
9/22/2020,Fall 36,0,4,0,1,1,0,4,2,3
9/22/2020,Fall 173,1,4,1,3,1,0,4,1,0
9/22/2020,Fall 41,1,4,3,3,2,1,4,3,1
9/22/2020,Fall 24,1,4,4,4,4,0,4,4,4
9/22/2020,Fall 32,1,4,2,2,2,0,4,4,0
9/22/2020,Fall 30,0,3,0,4,2,1,2,0,0
9/22/2020,Fall 27,1,4,2,4,4,0,4,4,0
9/22/2020,Fall 35,0,3,3,4,1,0,4,0,0
9/22/2020,Fall 89,0,4,1,0,4,4,4,4,0
9/22/2020,Fall 169,0,2,0,4,3,0,4,4,2
9/22/2020,Fall 169,2,3,2,4,4,0,4,2,3
9/21/2020,Fall 50,2,2,2,2,3,4,4,4,4
9/22/2020,Fall 31,0,4,0,4,2,0,4,4,4
9/22/2020,Fall 40,1,4,1,2,1,4,4,4,2
9/22/2020,Fall 62,0,4,3,4,3,2,4,3,0
9/22/2020,Fall 34,0,0,0,4,1,0,1,4,4
9/22/2020,Fall 61,0,4,1,3,1,0,1,3,4
9/22/2020,Fall 54,1,4,1,4,4,0,4,0,0
9/22/2020,Fall 49,1,4,1,2,1,0,4,4,0
9/22/2020,Fall 39,1,4,4,2,4,0,1,0,4
9/22/2020,Fall 28,1,4,1,4,4,0,3,4,0
9/22/2020,Fall 51,1,2,0,4,1,0,4,4,2
9/22/2020,Fall 33,0,0,1,4,2,0,4,4,4
9/22/2020,Fall 57,0,2,3,4,4,0,4,2,2
9/22/2020,Fall 59,1,4,2,4,2,2,4,1,0
9/22/2020,Summer 15,0,3,2,4,2,0,4,1,2
9/22/2020,Fall 48,0,4,4,4,4,0,4,0,2
9/22/2020,Fall 43,1,4,1,1,2,0,4,4,0
9/22/2020,Fall 29,2,2,0,1,1,2,0,0,0
9/22/2020,Summer 23,1,4,4,4,3,0,4,4,1
9/22/2020,Fall 52,0,4,0,1,2,1,2,4,4
9/22/2020,Fall 56,0,0,4,2,1,0,2,3,4
9/22/2020,Fall 26,0,4,1,4,2,0,4,4,0
9/22/2020,Fall 63,2,4,0,4,4,0,4,4,0
9/23/2020,Fall 81,4,4,4,4,0,0,4,4,4
9/23/2020,Fall 53,0,3,2,4,2,0,2,2,0
9/23/2020,Fall 62,0,0,3,4,2,4,4,1,0
9/23/2020,Fall 44,0,4,2,4,2,1,3,4,4
9/23/2020,Fall 43,1,3,1,1,0,0,2,3,0
9/23/2020,Fall 29,1,2,0,2,2,0,2,0,0
9/23/2020,Fall 36,0,4,0,4,1,0,4,0,4
9/23/2020,Fall 54,2,4,4,4,4,0,4,1,4
9/23/2020,Fall 32,0,4,3,4,4,0,4,3,1
9/23/2020,Fall 33,0,4,2,4,2,0,4,4,0
9/23/2020,Fall 50,0,0,2,1,3,1,4,4,4
9/23/2020,Fall 60,0,3,1,4,2,2,2,4,2
9/23/2020,Fall 52,0,4,0,4,2,0,2,4,4
9/23/2020,Fall 49,0,4,2,2,1,0,4,4,0
9/23/2020,Fall 40,1,4,0,2,0,4,4,4,4
9/23/2020,Fall 89,1,4,1,0,1,4,4,4,0
9/23/2020,Fall 24,0,4,4,4,4,0,2,4,3
9/23/2020,Fall 51,0,0,0,4,1,0,4,4,2
9/23/2020,Fall 35,0,3,0,4,0,0,4,3,4
9/23/2020,Summer 21,2,4,1,2,2,3,3,2,1
9/23/2020,Summer 12,2,2,4,4,4,0,4,4,0
9/23/2020,Fall 173,0,4,0,4,2,0,3,1,0
9/23/2020,Fall 34,0,4,0,4,2,0,4,4,4
9/23/2020,Fall 59,1,4,2,4,3,2,4,1,0
9/23/2020,Fall 42,1,2,4,2,2,0,2,2,4
9/23/2020,Fall 61,2,4,2,3,1,0,2,3,4
9/23/2020,Fall 39,0,0,4,3,3,0,4,2,4
9/23/2020,Fall 28,0,1,0,3,2,0,3,4,0
9/23/2020,Fall 26,0,4,1,4,1,0,4,4,0
9/23/2020,Summer 23,1,4,1,4,2,0,4,4,4
9/23/2020,Fall 37,0,0,4,4,4,3,4,3,0
9/23/2020,Fall 57,1,4,4,4,4,0,4,2,4
9/23/2020,Fall 30,0,0,0,4,1,0,0,0,4
9/23/2020,Fall 56,0,1,4,2,2,0,1,3,4
9/23/2020,Fall 171,3,4,4,2,2,1,4,4,3
9/23/2020,Fall 41,1,4,3,3,4,1,3,3,1
9/23/2020,Fall 27,0,0,4,4,0,0,4,4,0
9/23/2020,Fall 169,1,3,1,3,3,0,4,2,2
9/23/2020,Fall 48,0,0,4,4,4,0,4,1,1
9/23/2020,Fall 31,0,0,0,4,4,0,3,3,4
9/23/2020,Fall 63,1,2,0,4,4,0,4,4,0
9/24/2020,Fall 45,1,4,2,4,2,0,4,4,0
9/24/2020,Fall 171,1,2,3,3,3,2,2,4,3
9/24/2020,Fall 53,0,3,4,4,2,0,1,3,2
9/24/2020,Fall 62,2,0,0,4,2,2,4,4,0
9/24/2020,Summer 21,2,4,1,3,1,2,2,0,0
9/24/2020,Fall 36,0,2,0,4,1,0,2,0,4
9/24/2020,Fall 42,1,3,3,0,3,2,3,3,4
9/24/2020,Fall 56,0,0,4,3,2,0,2,2,4
9/24/2020,Fall 35,4,4,0,4,2,0,4,0,0
9/24/2020,Fall 60,0,0,3,3,2,2,1,4,4
9/24/2020,Fall 169,0,0,0,3,4,0,4,2,2
9/24/2020,Fall 39,1,4,4,2,4,0,3,0,4
9/24/2020,Fall 43,1,4,1,0,2,0,3,4,0
9/24/2020,Fall 32,0,4,3,4,1,0,4,4,4
9/24/2020,Fall 173,0,4,0,4,3,0,4,1,0
9/24/2020,Fall 40,0,4,0,1,0,4,4,4,2
9/24/2020,Fall 30,0,4,2,4,4,0,0,0,4
9/24/2020,Fall 33,1,3,1,4,2,0,4,4,0
9/24/2020,Fall 89,0,0,1,0,2,4,4,4,0
9/24/2020,Summer 12,1,4,4,4,4,0,4,4,0
9/24/2020,Fall 24,0,3,4,4,4,1,2,4,4
9/24/2020,Fall 51,1,4,0,4,1,0,4,4,1
9/24/2020,Fall 31,0,0,2,4,1,0,0,4,4
9/24/2020,Fall 50,3,3,1,2,4,1,4,4,4
9/24/2020,Fall 61,0,0,1,4,1,0,3,4,4
9/24/2020,Fall 34,0,0,4,4,2,0,4,4,3
9/24/2020,Fall 41,1,4,3,4,4,1,4,4,4
9/24/2020,Fall 44,0,3,2,4,4,0,2,4,3
9/24/2020,Fall 52,0,0,4,0,1,0,0,4,4
9/24/2020,Fall 63,4,4,0,4,4,0,4,4,0
9/24/2020,Fall 29,0,3,0,2,1,0,2,1,0
9/24/2020,Fall 48,0,4,4,1,4,2,3,4,2
9/24/2020,Summer 15,0,2,3,4,1,0,4,1,2
9/24/2020,Fall 57,4,4,2,4,4,0,4,2,4
9/24/2020,Summer 23,0,0,4,4,4,0,4,4,4
9/24/2020,Fall 59,0,3,0,3,1,3,4,2,2
9/24/2020,Fall 26,0,0,0,4,3,0,4,4,0
9/24/2020,Fall 54,1,3,1,4,4,0,4,1,3
9/25/2020,Fall 27,2,4,4,4,2,0,4,4,0
9/25/2020,Fall 171,0,4,4,2,4,1,4,4,3
9/25/2020,Fall 173,0,4,0,4,2,0,1,1,0
9/25/2020,Summer 22,0,3,2,4,2,0,2,3,4
9/25/2020,Fall 41,1,4,4,4,3,1,2,1,4
9/25/2020,Fall 62,1,3,0,3,1,1,4,0,0
9/25/2020,Fall 42,2,4,4,4,4,1,2,0,4
9/25/2020,Fall 36,0,4,0,4,1,0,4,0,4
9/25/2020,Fall 56,0,1,1,4,1,0,3,3,4
9/25/2020,Fall 40,1,4,0,2,1,4,4,4,4
9/25/2020,Fall 35,3,4,0,4,1,0,4,2,0
9/25/2020,Fall 43,1,4,1,1,1,0,3,1,0
9/25/2020,Fall 51,1,3,2,4,1,0,4,4,2
9/25/2020,Fall 53,0,4,2,2,1,0,0,4,4
9/25/2020,Fall 60,0,4,4,4,2,1,3,2,2
9/25/2020,Fall 39,1,4,4,3,4,0,1,0,0
9/25/2020,Fall 49,2,4,2,0,1,0,4,4,0
9/25/2020,Fall 32,0,4,2,4,1,0,4,4,4
9/25/2020,Fall 34,2,3,0,4,2,0,4,4,0
9/25/2020,Fall 57,0,0,4,4,4,0,3,2,4
9/25/2020,Fall 50,2,3,1,2,2,1,3,4,4
9/25/2020,Fall 89,1,4,1,0,1,4,4,4,0
9/25/2020,Fall 61,0,4,1,4,2,0,2,3,4
9/25/2020,Fall 31,0,4,1,4,0,0,4,2,2
9/25/2020,Fall 30,0,4,0,4,4,0,0,4,0
9/25/2020,Fall 29,1,3,0,1,1,0,2,1,0
9/25/2020,Fall 54,0,4,2,4,4,0,4,2,0
9/25/2020,Fall 33,0,0,2,4,2,0,4,4,2
9/24/2020,Fall 37,0,4,0,4,4,4,3,3,0
9/25/2020,Fall 26,4,4,4,4,1,0,4,4,0
9/25/2020,Fall 24,0,3,4,4,4,0,2,2,2
9/25/2020,Fall 44,4,4,4,4,4,0,2,2,2
9/25/2020,Fall 48,0,0,4,4,1,0,4,4,4
9/25/2020,Fall 59,1,4,0,4,2,1,4,4,2
9/25/2020,Fall 63,3,4,1,4,4,0,4,4,0
9/25/2020,Fall 28,1,4,1,3,4,0,3,4,0
9/25/2020,Fall 45,2,4,0,4,3,0,4,4,3
9/25/2020,Fall 52,0,3,0,0,2,0,0,4,4
9/26/2020,Fall 169,1,3,1,4,4,1,4,2,2
9/26/2020,Fall 62,0,0,0,4,1,4,4,0,0
9/21/2020,Fall 27,0,0,2,4,1,0,4,4,0
9/26/2020,Fall 171,0,3,3,4,3,0,3,4,2
9/26/2020,Fall 51,0,0,4,0,4,0,4,4,4
9/26/2020,Summer 21,0,0,4,4,0,0,0,0,0
9/26/2020,Fall 53,0,1,2,4,2,0,1,4,4
9/26/2020,Fall 31,2,2,1,4,3,0,4,4,4
9/26/2020,Fall 34,3,4,0,4,2,0,4,4,4
9/26/2020,Fall 40,0,0,0,0,0,4,4,4,4
9/26/2020,Fall 43,0,0,1,2,2,0,3,0,0
9/26/2020,Fall 36,0,0,0,4,1,0,4,0,4
9/26/2020,Fall 89,0,0,0,2,0,4,4,4,0
9/26/2020,Fall 33,0,0,1,4,1,0,4,4,0
9/26/2020,Fall 32,0,4,2,4,1,0,4,4,4
9/26/2020,Fall 57,0,0,4,4,4,0,0,0,4
9/26/2020,Fall 169,1,3,0,4,2,1,4,4,2
9/26/2020,Fall 61,0,4,1,4,1,0,1,1,2
9/26/2020,Fall 42,2,3,2,4,4,2,2,0,4
9/26/2020,Fall 54,0,4,4,4,4,0,4,4,4
9/26/2020,Fall 35,0,0,1,4,1,0,4,4,1
9/26/2020,Fall 29,2,2,0,3,1,1,2,0,0
9/26/2020,Fall 39,0,0,4,4,4,0,3,1,4
9/26/2020,Fall 49,1,4,1,1,1,0,4,4,0
9/26/2020,Fall 37,0,3,4,3,4,4,2,3,0
9/26/2020,Fall 26,0,4,1,4,2,0,4,4,0
9/26/2020,Fall 52,0,4,0,0,1,0,0,4,4
9/26/2020,Fall 24,0,0,2,4,4,0,2,2,4
9/26/2020,Fall 59,0,0,0,4,2,1,4,2,3
9/26/2020,Fall 50,0,0,2,2,3,1,3,4,4
9/26/2020,Fall 45,1,4,2,4,3,0,4,4,3
9/26/2020,Fall 30,0,0,0,4,4,0,0,0,0
9/26/2020,Fall 56,0,0,3,4,2,0,2,1,4
9/26/2020,Fall 173,0,0,1,4,1,0,0,4,4
9/26/2020,Fall 44,0,4,2,4,4,2,2,3,1
9/26/2020,Fall 28,0,0,0,4,2,1,4,4,3
9/27/2020,Fall 63,0,0,4,4,4,0,4,4,0
9/27/2020,Fall 27,0,0,4,4,4,0,4,4,0
9/27/2020,Fall 62,0,0,0,4,1,2,4,0,3
9/27/2020,Fall 35,0,0,0,4,1,0,4,0,1
9/27/2020,Fall 24,0,0,4,4,4,0,0,4,4
9/27/2020,Fall 60,0,0,2,4,2,2,2,4,2
9/27/2020,Fall 40,0,0,0,4,2,4,4,4,2
9/27/2020,Fall 37,0,0,0,2,4,4,1,3,0
9/27/2020,Fall 89,0,0,0,4,1,4,4,4,0
9/27/2020,Fall 61,0,0,1,4,0,0,0,2,4
9/27/2020,Fall 53,0,0,1,4,2,0,2,4,0
9/27/2020,Fall 34,0,0,0,4,2,0,2,4,4
9/27/2020,Fall 49,0,0,0,4,2,0,0,2,4
9/27/2020,Fall 42,0,0,4,4,4,0,2,0,4
9/27/2020,Fall 59,0,0,0,4,1,0,0,4,0
9/27/2020,Fall 54,0,0,2,4,4,0,4,4,4
9/27/2020,Fall 32,0,0,1,4,1,0,4,2,4
9/27/2020,Fall 29,0,0,2,3,1,0,2,3,2
9/27/2020,Fall 43,0,0,1,2,1,0,4,0,0
9/27/2020,Fall 33,0,0,1,4,2,0,4,4,0
9/27/2020,Fall 173,0,0,1,4,1,0,1,4,4
9/27/2020,Fall 39,0,0,4,1,4,0,1,2,4
9/27/2020,Fall 31,0,0,0,4,3,0,3,4,4
9/27/2020,Fall 30,0,0,0,4,4,0,0,0,0
9/27/2020,Fall 41,0,0,4,4,2,1,3,3,3
9/27/2020,Fall 36,0,0,0,4,1,0,4,0,2
9/27/2020,Fall 44,0,0,2,4,4,0,1,2,3
9/27/2020,Fall 57,0,0,4,4,4,0,4,1,4
9/27/2020,Fall 63,0,0,0,4,4,0,4,4,0
9/27/2020,Fall 26,0,0,1,4,4,0,0,4,0
9/27/2020,Fall 56,0,0,1,4,1,0,1,4,2
9/27/2020,Fall 27,0,0,0,4,4,0,4,4,0
9/27/2020,Fall 48,0,4,4,4,3,2,3,0,4
9/27/2020,Summer 23,0,0,4,4,4,0,4,4,4
9/27/2020,Fall 52,0,0,0,3,1,0,0,3,4
9/27/2020,Summer 15,0,0,3,4,2,4,4,2,2
9/27/2020,Fall 169,0,0,2,4,4,0,4,4,4
9/28/2020,Fall 51,0,0,4,4,2,0,4,4,4
9/28/2020,Fall 103,0,0,4,3,4,2,3,4,3
9/28/2020,Fall 101,0,4,0,4,1,0,4,4,2
9/28/2020,Fall 61,0,0,1,3,1,0,1,2,3
9/28/2020,Fall 53,0,0,3,4,3,0,0,2,4
9/28/2020,Fall 64,1,4,1,4,4,0,4,3,3
9/28/2020,Fall 45,0,0,0,4,2,0,4,4,3
9/28/2020,Fall 167,0,3,0,4,4,0,4,4,4
9/28/2020,Summer 22,0,0,1,4,1,0,0,2,2
9/28/2020,Fall 33,2,4,0,4,2,1,4,4,2
9/28/2020,Fall 97,1,4,0,0,0,0,4,2,0
9/28/2020,Fall 96,0,0,3,4,4,3,4,4,4
9/28/2020,Fall 99,1,4,0,0,0,0,4,2,2
9/28/2020,Fall 24,0,4,4,4,4,2,4,4,4
9/28/2020,Fall 30,4,4,4,2,4,0,0,4,0
9/28/2020,Fall 36,0,4,0,4,1,0,4,0,4
9/28/2020,Fall 173,0,4,0,2,2,1,3,2,2
9/28/2020,Fall 51,1,4,4,4,1,0,4,4,4
9/28/2020,Fall 37,0,0,0,4,4,4,1,4,0
9/28/2020,Fall 29,0,0,1,2,2,0,2,4,0
9/28/2020,Fall 54,0,0,4,4,4,0,4,4,4
9/28/2020,Fall 31,0,0,2,4,3,0,2,4,4
9/28/2020,Fall 40,1,4,0,4,4,4,4,4,2
9/28/2020,Fall 57,0,1,4,4,4,0,4,1,4
9/28/2020,Fall 42,1,4,4,4,4,1,3,0,4
9/28/2020,Fall 43,1,3,1,1,2,0,4,4,0
9/28/2020,Fall 39,1,4,3,4,4,0,4,2,3
9/28/2020,Fall 28,1,4,1,4,4,0,4,4,1
9/28/2020,Summer 21,2,4,1,4,2,1,3,1,0
9/28/2020,Fall 49,0,0,1,4,1,0,0,2,2
9/28/2020,Fall 78,0,0,1,3,1,0,3,3,4
9/28/2020,Fall 55,1,4,4,3,1,0,3,2,2
9/28/2020,Fall 34,0,0,4,4,2,0,2,4,2
9/28/2020,Fall 98,1,4,1,1,2,0,4,3,0
9/28/2020,Fall 56,0,0,4,3,1,0,0,4,4
9/28/2020,Fall 89,0,0,0,4,2,4,4,4,0
9/28/2020,Fall 41,0,0,4,4,2,1,3,3,3
9/28/2020,Fall 102,0,4,3,3,2,0,4,0,0
9/28/2020,Fall 60,0,0,4,4,2,1,1,4,2
9/28/2020,Fall 100,0,4,0,0,2,0,2,4,0
9/28/2020,Fall 104,1,4,0,0,0,0,4,2,1
9/28/2020,Fall 35,1,4,0,4,2,0,4,1,0
9/28/2020,Fall 77,0,4,0,4,4,0,2,2,4
9/28/2020,Fall 94,0,4,2,4,4,4,4,4,3
9/28/2020,Fall 32,0,0,2,4,2,0,4,4,4
9/28/2020,Fall 44,0,4,2,4,2,0,2,2,2
9/28/2020,Fall 70,0,0,2,4,4,0,0,2,2
9/28/2020,Fall 81,2,4,2,4,1,0,4,4,4
9/28/2020,Fall 171,0,0,4,4,4,0,3,4,0
9/28/2020,Fall 59,0,0,2,3,2,1,4,2,3
9/28/2020,Summer 23,0,0,4,4,4,0,4,4,0
9/28/2020,Fall 68,0,2,2,4,2,2,4,4,0
9/28/2020,Fall 95,0,4,3,4,4,0,2,4,0
9/28/2020,Fall 63,1,4,0,4,4,0,4,4,0
9/28/2020,Fall 52,0,0,2,0,3,0,0,4,4
9/29/2020,Fall 93,0,4,2,4,4,0,4,4,4
9/29/2020,Fall 103,1,4,1,2,2,0,3,4,0
9/29/2020,Fall 64,0,4,2,4,0,0,3,0,0
9/29/2020,Fall 171,1,4,4,2,3,0,4,4,4
9/29/2020,Fall 27,1,4,0,4,2,0,4,4,0
9/29/2020,Fall 84,0,4,2,4,4,3,4,4,0
9/29/2020,Fall 58,0,0,0,0,1,1,3,4,4
9/29/2020,Fall 88,1,4,4,4,1,1,1,4,2
9/29/2020,Fall 97,0,4,0,0,1,0,4,0,0
9/29/2020,Fall 33,0,4,1,4,3,0,4,4,0
9/29/2020,Fall 62,0,4,2,2,2,1,4,0,0
9/29/2020,Fall 50,1,3,2,2,3,0,4,4,4
9/29/2020,Fall 167,1,3,0,4,1,0,1,4,3
9/29/2020,Fall 51,1,4,4,1,1,0,4,4,4
9/29/2020,Fall 36,0,4,0,4,1,0,4,0,4
9/29/2020,Fall 93,2,4,2,4,4,1,4,4,4
9/29/2020,Fall 76,0,0,4,1,2,0,2,2,0
9/29/2020,Fall 70,0,4,0,4,4,0,2,4,0
9/29/2020,Fall 78,2,4,1,3,1,0,4,2,4
9/29/2020,Fall 92,1,4,0,2,0,1,2,4,0
9/29/2020,Fall 24,0,3,0,4,4,2,4,0,4
9/29/2020,Fall 73,2,4,2,1,2,0,4,1,2
9/29/2020,Fall 29,1,4,1,2,3,0,2,1,0
9/29/2020,Fall 101,0,4,0,1,0,1,4,0,1
9/29/2020,Fall 32,0,4,1,3,1,0,4,4,0
9/29/2020,Fall 53,0,4,1,4,2,0,1,3,0
9/29/2020,Fall 84,1,4,4,4,4,2,4,4,1
9/29/2020,Fall 60,0,4,4,4,2,2,2,4,2
9/29/2020,Fall 96,2,1,4,4,4,4,4,4,4
9/29/2020,Fall 81,4,4,0,4,0,2,0,4,4
9/29/2020,Fall 100,0,4,1,1,4,0,2,4,0
9/29/2020,Summer 21,2,4,2,0,0,4,4,1,1
9/29/2020,Summer 21,0,4,2,4,1,3,3,3,0
9/29/2020,Fall 54,0,4,2,4,2,0,4,4,4
9/29/2020,Fall 61,1,4,1,4,1,0,3,2,2
9/29/2020,Fall 49,1,4,2,3,1,0,3,2,0
9/29/2020,Fall 42,3,4,4,3,4,1,2,0,4
9/29/2020,Fall 173,1,4,4,2,2,0,2,3,4
9/29/2020,Fall 35,0,3,0,4,2,0,4,2,0
9/29/2020,Fall 34,0,0,0,4,2,0,4,3,2
9/29/2020,Fall 89,0,0,0,4,1,2,4,4,0
9/29/2020,Fall 91,1,4,1,3,0,3,3,4,0
9/29/2020,Fall 39,1,4,4,1,3,0,2,2,4
9/29/2020,Fall 79,1,4,1,0,1,1,2,3,4
9/29/2020,Fall 40,1,4,1,1,0,4,4,4,2
9/29/2020,Fall 26,4,4,1,2,2,0,4,4,0
9/29/2020,Fall 95,0,4,3,4,4,1,2,3,0
9/29/2020,Summer 22,0,3,1,4,1,0,1,2,4
9/29/2020,Fall 43,1,4,1,3,1,0,4,0,3
9/29/2020,Fall 37,0,3,0,1,4,4,2,3,0
9/29/2020,Fall 63,2,4,0,4,4,0,4,4,1
9/29/2020,Fall 80,1,3,2,4,4,0,3,4,4
9/29/2020,Fall 44,2,4,2,4,2,1,2,2,1
9/29/2020,Fall 30,0,0,0,3,4,0,0,4,0
9/29/2020,Fall 48,0,0,4,2,4,0,4,3,3
9/29/2020,Fall 59,0,4,0,2,2,1,4,1,0
9/29/2020,Fall 102,1,4,0,4,2,1,4,1,0
9/29/2020,Fall 57,0,4,4,4,4,0,2,0,4
9/29/2020,Fall 94,0,4,2,4,3,4,4,4,0
9/29/2020,Fall 104,0,4,0,4,0,3,1,2,1
9/29/2020,Fall 68,1,4,3,4,2,3,4,4,0
9/29/2020,Fall 99,1,4,0,0,0,0,4,0,2
9/29/2020,Summer 15,0,0,2,4,2,4,4,1,4
9/29/2020,Fall 52,1,4,0,4,4,0,4,4,4
9/29/2020,Fall 69,1,4,0,4,2,0,4,4,4
9/29/2020,Fall 77,0,0,0,0,4,0,1,4,4
9/2/2020,Fall 31,1,4,1,4,4,0,4,4,4
9/2/2020,Fall 72,1,4,2,4,4,4,0,4,4
9/2/2020,Fall 27,0,4,0,4,4,0,4,4,0
9/2/2020,Fall 28,1,3,0,3,3,1,3,4,4
9/2/2020,Fall 45,2,4,0,4,3,0,4,3,0
9/2/2020,Fall 64,0,4,4,4,2,0,4,2,0
