city_id,city,country_code,country_name,continent,1980-1982,1983-1985,1986-1988,1989-1991,1992-1994,1995-1997,1998-2000,2001-2003,2004-2006,2007-2009,2010-2012,2013-2014
2 Sub-Distrito_BR,2 Sub-Distrito,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents
4H83+3WR_IN,4H83+3WR,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,Medium
88-01 Queens Blvd_IN,88-01 Queens Blvd,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low
9GQ4+4M_IN,9GQ4+4M,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Aarhama Pinjura_IN,Aarhama Pinjura,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low
Abaqulusi_ZA,Abaqulusi,ZA,South Africa,Africa,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,Very Low,No patents,No patents,No patents,Low
Abohar_IN,Abohar,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,Very Low,No patents
Abrantes_BR,Abrantes,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,High,No patents,Very Low
Abu Road_IN,Abu Road,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium
Acapulco de Juárez_MX,Acapulco de Juárez,MX,Mexico,Latin America,No patents,No patents,Very Low,No patents,No patents,Very Low,No patents,Very Low,No patents,No patents,Low,No patents
Acará_BR,Acará,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Medium,Low,No patents,Very Low
Achalpur_IN,Achalpur,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Very Low
Achampet_IN,Achampet,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low
Acultzingo_MX,Acultzingo,MX,Mexico,Latin America,No patents,No patents,No patents,Very Low,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents
Acuña_MX,Acuña,MX,Mexico,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents,No patents,No patents,No patents
Acıpayam_TR,Acıpayam,TR,Turkey,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low
Adamantina_BR,Adamantina,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium
Adana_TR,Adana,TR,Turkey,Asia,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,High,Low,Low,Medium
Addanki_IN,Addanki,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low,Low,No patents
Addatigala_IN,Addatigala,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,Very Low,High
Adilabad_IN,Adilabad,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Low,No patents,No patents,No patents
Adiyaman_TR,Adiyaman,TR,Turkey,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Low
Administracao Regional Centro-Leste_BR,Administracao Regional Centro-Leste,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Low,No patents,Medium,Medium
Adolfo_BR,Adolfo,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents,No patents
Adoni_IN,Adoni,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,Very Low
Adrianópolis_BR,Adrianópolis,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low
Adur_IN,Adur,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low
Aeroporto_BR,Aeroporto,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low
Afonso Arinos_BR,Afonso Arinos,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents
Afyonkarahisar Merkez_TR,Afyonkarahisar Merkez,TR,Turkey,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Very Low,Low
Agartala_IN,Agartala,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Medium,Very Low
Agra_IN,Agra,IN,India,Asia,No patents,No patents,No patents,Very Low,No patents,No patents,No patents,Very Low,Medium,High,High,High
Agronômica_BR,Agronômica,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents
Agua Prieta_MX,Agua Prieta,MX,Mexico,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,Medium,Low,No patents
Agua Rasa_BR,Agua Rasa,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,Very Low,Very Low,Medium,High
Agua Vermelha_BR,Agua Vermelha,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low
Agualeguas_MX,Agualeguas,MX,Mexico,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents,No patents
Aguas Claras_BR,Aguas Claras,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low
Aguascalientes_MX,Aguascalientes,MX,Mexico,Latin America,No patents,No patents,Low,No patents,No patents,Medium,Medium,High,High,High,High,Medium
Aguiar_BR,Aguiar,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low
Aguiarnópolis_BR,Aguiarnópolis,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,Medium,Very Low,High
Agulhas Negras_BR,Agulhas Negras,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,Low,Very Low,No patents,No patents,No patents,No patents,No patents,No patents
Ahmadabad_IN,Ahmadabad,IN,India,Asia,High,No patents,No patents,Low,High,Medium,High,High,Very High,Very High,Very High,Very High
Ahmadnagar_IN,Ahmadnagar,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Medium,High,High
Ahmadpur_IN,Ahmadpur,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low
Ahmetli_TR,Ahmetli,TR,Turkey,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Ahome_MX,Ahome,MX,Mexico,Latin America,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,Very Low,No patents,Medium,Medium,No patents
Ahwa_IN,Ahwa,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,High,No patents
Ajmer_IN,Ajmer,IN,India,Asia,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents,No patents,Very Low,High,High
Akbarpur_IN,Akbarpur,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,Medium,Medium,Medium,Medium
Akhisar_TR,Akhisar,TR,Turkey,Asia,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents,Low,No patents
Akkışla_TR,Akkışla,TR,Turkey,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents,Medium
Akola_IN,Akola,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Low,No patents,Medium,High
Akot_IN,Akot,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low,No patents
Aksaray_TR,Aksaray,TR,Turkey,Asia,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,Low,No patents,No patents,No patents
Aksu_CN,Aksu,CN,China,Asia,No patents,No patents,No patents,No patents,Medium,Medium,Medium,High,High,Very High,Very High,High
Akçakoca_TR,Akçakoca,TR,Turkey,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low
Alaca_TR,Alaca,TR,Turkey,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents
Alambari_BR,Alambari,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents,No patents,No patents,Very Low,Low
Alampur_IN,Alampur,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Alanya_TR,Alanya,TR,Turkey,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents,No patents
Alattur_IN,Alattur,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium
Alaşehir_TR,Alaşehir,TR,Turkey,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents,No patents
Albertina_BR,Albertina,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low
Albertos_BR,Albertos,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low
Aldama_MX,Aldama,MX,Mexico,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents
Aldeia de Carapicuiba_BR,Aldeia de Carapicuiba,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,Low,No patents,Low
Alegre_BR,Alegre,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Very Low,Medium,Medium
Alfajayucan_MX,Alfajayucan,MX,Mexico,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,High,High,Low,Low
Alfenas_BR,Alfenas,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents,Low,Low,Very Low
Aliağa_TR,Aliağa,TR,Turkey,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,High,No patents
Alibag_IN,Alibag,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,Medium,High
Aligarh_IN,Aligarh,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,High,Medium,High,High
Alipur_IN,Alipur,IN,India,Asia,Very High,High,Medium,Medium,Medium,High,High,Very High,Very High,Very High,Very High,Very High
Allahabad_IN,Allahabad,IN,India,Asia,No patents,No patents,Very Low,Very Low,No patents,Low,Medium,Medium,Medium,High,High,High
Allende_MX,Allende,MX,Mexico,Latin America,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low,No patents,Low,No patents,Medium,High
Alleppey_IN,Alleppey,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low,Low,High
Almirante Tamandaré_BR,Almirante Tamandaré,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Low,Low,High
Almoloya de Juárez_MX,Almoloya de Juárez,MX,Mexico,Latin America,No patents,No patents,No patents,No patents,Very Low,Very Low,No patents,No patents,No patents,Very Low,Medium,Very Low
Almora_IN,Almora,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Altamira_MX,Altamira,MX,Mexico,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents,Low,High,High
Altay_CN,Altay,CN,China,Asia,No patents,No patents,No patents,Low,Medium,Medium,High,High,High,Very High,Very High,Medium
Alterosa_BR,Alterosa,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Alto Alegre_BR,Alto Alegre,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium
Alto de Pinheiros_BR,Alto de Pinheiros,BR,Brazil,Latin America,Very Low,No patents,No patents,No patents,Low,No patents,Very Low,Medium,High,Medium,High,High
Altos_BR,Altos,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents,Very Low,Very Low
Altınova_TR,Altınova,TR,Turkey,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low
Altıntaş_TR,Altıntaş,TR,Turkey,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low
Alvorada_BR,Alvorada,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low,No patents,Medium,Very Low,Very Low
Alwar_IN,Alwar,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Medium,No patents,Medium,Medium
Alwaye_IN,Alwaye,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,High,Medium,Very High
Alxa_CN,Alxa,CN,China,Asia,No patents,No patents,Very Low,No patents,Low,Medium,Medium,Medium,Medium,High,High,Low
Amalapuram_IN,Amalapuram,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,Low,No patents
Amalner_IN,Amalner,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low
Amaralina_BR,Amaralina,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,Very Low,Very Low,No patents,Very Low,Medium,High,High,High
Amargosa_BR,Amargosa,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Amarwara_IN,Amarwara,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents
Amb_IN,Amb,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents
Ambad_IN,Ambad,IN,India,Asia,Very Low,No patents,No patents,Low,Very Low,No patents,Medium,High,High,High,High,High
Ambajogai_IN,Ambajogai,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,Medium,Low
Ambala_IN,Ambala,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,High,Low,High,Very High
Ambasamudram_IN,Ambasamudram,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,Medium
Ambikapur_IN,Ambikapur,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents
Amer_IN,Amer,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Americana_BR,Americana,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,High,High,High,High
Americo Braziliense_BR,Americo Braziliense,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents
Amethi_IN,Amethi,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low
Amparo_BR,Amparo,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,No patents,Low,Medium,Medium
Amravati_IN,Amravati,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,High,Very Low,Very High
Amreli_IN,Amreli,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Medium
Amroha_IN,Amroha,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Medium
Anajas_BR,Anajas,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low
Anakapalli_IN,Anakapalli,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,Low,Medium
Anand_IN,Anand,IN,India,Asia,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,Very Low,Medium,Medium,Medium,Very High
Anandapur_IN,Anandapur,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Anandpur Sahib_IN,Anandpur Sahib,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents
Ananindeua_BR,Ananindeua,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Medium,No patents
Anantapur_IN,Anantapur,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low,Medium,Medium,High,High
Anchieta_BR,Anchieta,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Very Low,Very Low,No patents,No patents
Ancud_CL,Ancud,CL,Chile,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents
Anda_CN,Anda,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Low,Medium,High,Very Low
Andaman and Nicobar Islands_IN,Andaman and Nicobar Islands,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,Medium,Low
Andradas_BR,Andradas,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents
Andradina_BR,Andradina,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Very Low
Anekal_IN,Anekal,IN,India,Asia,No patents,No patents,No patents,No patents,Very Low,No patents,Very Low,High,High,High,Very High,Very High
Angatuba_BR,Angatuba,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low
Anhanguera_BR,Anhanguera,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Very Low,Medium,Very High
Anjar_IN,Anjar,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,High
Ankang_CN,Ankang,CN,China,Asia,No patents,No patents,High,High,High,High,High,Very High,Very High,Very High,Very High,High
Ankara_TR,Ankara,TR,Turkey,Asia,Medium,High,Low,Low,Very Low,High,High,Very High,Very High,Very High,Very High,Very High
Ankleshwar_IN,Ankleshwar,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Medium,High,High,High,High
Ankola_IN,Ankola,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Anlu_CN,Anlu,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents
Anqing_CN,Anqing,CN,China,Asia,No patents,High,Medium,High,High,High,High,Very High,Very High,Very High,Very High,Very High
Anqiu_CN,Anqiu,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,High,No patents,Very Low
Anshan_CN,Anshan,CN,China,Asia,No patents,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High,Very High
Anshun_CN,Anshun,CN,China,Asia,No patents,Very Low,High,High,High,High,High,High,Very High,Very High,Very High,Very High
Antalya_TR,Antalya,TR,Turkey,Asia,No patents,No patents,No patents,Low,Very Low,No patents,Low,Very Low,High,High,High,High
Antofagasta_CL,Antofagasta,CL,Chile,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,Low,No patents,Medium,Low
Antonio Bezerra_BR,Antonio Bezerra,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,Very Low,Low
Anugul_IN,Anugul,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,High,No patents
Anuppur_IN,Anuppur,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low
Anupshahr_IN,Anupshahr,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium
Anyang Shì_CN,Anyang Shì,CN,China,Asia,No patents,No patents,No patents,No patents,No patents,Low,No patents,Very Low,Low,Medium,High,Medium
Anyang_CN,Anyang,CN,China,Asia,No patents,High,High,Very High,High,Very High,Very High,Very High,Very High,Very High,Very High,Very High
Anáhuac_MX,Anáhuac,MX,Mexico,Latin America,No patents,No patents,No patents,Very Low,No patents,No patents,No patents,Very Low,No patents,No patents,No patents,Low
Anápolis_BR,Anápolis,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,High,High
Aparecida_BR,Aparecida,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,Very Low,No patents,No patents
Apaseo el Grande_MX,Apaseo el Grande,MX,Mexico,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,Very Low,No patents
Apodaca_MX,Apodaca,MX,Mexico,Latin America,No patents,Low,Medium,Low,No patents,No patents,Very Low,No patents,Low,High,High,High
Apucarana_BR,Apucarana,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low
Ara_IN,Ara,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents,No patents,Low
Aracaju_BR,Aracaju,BR,Brazil,Latin America,No patents,No patents,Medium,No patents,Very Low,No patents,Low,Medium,Medium,Medium,High,Very High
Aracruz_BR,Aracruz,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,Low,No patents,Low,Very Low
Araguari_BR,Araguari,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low
Arakkonam_IN,Arakkonam,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,Medium,Medium
Arambag_IN,Arambag,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents
Aramberri_MX,Aramberri,MX,Mexico,Latin America,No patents,No patents,Very Low,No patents,No patents,No patents,Very Low,No patents,No patents,Low,No patents,No patents
Arandas_MX,Arandas,MX,Mexico,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents,No patents
Arani_IN,Arani,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low
Arapiraca_BR,Arapiraca,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,Low,No patents,Low,No patents
Arapongas_BR,Arapongas,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Medium
Araquari_BR,Araquari,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium
Araranguá_BR,Araranguá,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium
Araraquara_BR,Araraquara,BR,Brazil,Latin America,Medium,No patents,No patents,Very Low,No patents,High,Medium,High,High,High,Very High,Very High
Araras_BR,Araras,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,Medium,No patents,Medium,High
Araruama_BR,Araruama,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Araucária_BR,Araucária,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Medium
Araxá_BR,Araxá,BR,Brazil,Latin America,Very Low,Very Low,No patents,No patents,No patents,Very Low,Very Low,Medium,High,High,Low,High
Araçariguama_BR,Araçariguama,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,Low,No patents
Araçatuba_BR,Araçatuba,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium,Medium,Very Low,High
Araçoiaba da Serra_BR,Araçoiaba da Serra,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium
Arco-íris_BR,Arco-íris,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low
Arcos_BR,Arcos,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents,No patents,No patents
Areal_BR,Areal,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low
Areia Branca dos Assis_BR,Areia Branca dos Assis,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low
Areia Branca_BR,Areia Branca,BR,Brazil,Latin America,No patents,No patents,No patents,Low,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents
Areia_BR,Areia,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low
Argolas_BR,Argolas,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents
Arica_CL,Arica,CL,Chile,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Medium,High,Low
Aricanduva_BR,Aricanduva,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,Very Low,Very Low,Medium,Medium
Ariquemes_BR,Ariquemes,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low,No patents
Ariyalur_IN,Ariyalur,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Medium
Arizona_BR,Arizona,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low
Arjuni Morgaon_IN,Arjuni Morgaon,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents
Arkalgud_IN,Arkalgud,IN,India,Asia,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Very Low,No patents,No patents,No patents
Armação dos Búzios_BR,Armação dos Búzios,BR,Brazil,Latin America,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,No patents,Low
