"activity1","activity13","activity25","activity37","activity49","activity61","activity73","activity85","activity97","activity109","activity121","activity133","activity145","activity157","activity169","activity181","activity193","activity205","activity217","activity229","activity241","activity253"
"EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","PT","PT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","FT","MIL/CS","MIL/CS","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","SELF","SELF","SELF","SELF","SELF","SELF"
"EDU","EDU","EDU","EDU","FT","FT","FT","PLEAVE","PLEAVE","PLEAVE","EDU","EDU","EDU","PT","PT","PT","PT","PT","PLEAVE","PT","UNEMP","UNEMP"
"EDU","FT","MIL/CS","MIL/CS","MIL/CS","MIL/CS","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","PLEAVE","PLEAVE","PLEAVE","PT","PT","PT","PT","PT"
"FT","FT","MIL/CS","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","FT","MIL/CS","MIL/CS","MIL/CS","MIL/CS","MIL/CS","MIL/CS","MIL/CS","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","FT","FT","FT","FT","FT","FT","FT","FT","PT","PT","PT","PT","PT","PT","PT","PT","PT","PT","PT","PT","PT"
"EDU","EDU","EDU","MIL/CS","EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","FT","MIL/CS","MIL/CS","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","EDU","EDU","FT","FT","PLEAVE","PLEAVE","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","PT","PT","PT","PT","PT","PT","UNEMP","MARGINAL"
"UNEMP","EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","PLEAVE","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","PT","MARGINAL","MARGINAL","PT","PT","PT","PT","PT","PLEAVE"
"EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","PT","PT","PT","PT","PT","PT","PT","PT","PT","PT","PT","PT"
"EDU","EDU","EDU","EDU","EDU","FT","FT","PLEAVE","PLEAVE","PLEAVE","PT","PLEAVE","PLEAVE","PLEAVE","PT","PT","PT","PT","PT","PT","PT","PT"
"EDU","EDU","EDU","EDU","EDU","FT","FT","FT","EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","EDU","FT"
"FT","MIL/CS","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","SELF","SELF","SELF"
"EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","MIL/CS","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","UNEMP","UNEMP","UNEMP","UNEMP","UNEMP","UNEMP","UNEMP","UNEMP","MARGINAL"
"FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","PLEAVE","PLEAVE","PLEAVE","UNEMP"
"EDU","EDU","FT","FT","FT","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","PT","PT"
"EDU","EDU","FT","FT","FT","FT","FT","FT","FT","PLEAVE","PLEAVE","PLEAVE","PT","PT","PT","PT","PT","PT","PT","PT","PT","PT"
"EDU","FT","FT","FT","FT","PLEAVE","PLEAVE","PLEAVE","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","MIL/CS","MIL/CS","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"FT","FT","FT","FT","FT","FT","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","PT","MARGINAL","MARGINAL","EDU","EDU"
"EDU","EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","FT","FT","FT","FT","FT","FT","FT","PLEAVE","PLEAVE","PLEAVE","PT","PT","PT","MARGINAL","MARGINAL","MARGINAL","MARGINAL","PT","PT","MARGINAL","PT"
"EDU","EDU","EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","PT"
"EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","PT","PT","PT","PT","PT","PT","PT","PT","PT","PT","PT","PLEAVE"
"EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","UNEMP","UNEMP","UNEMP"
"EDU","EDU","EDU","MIL/CS","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","EDU","EDU","MIL/CS","EDU","EDU","EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","MIL/CS","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","MIL/CS","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","MIL/CS","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","UNEMP","UNEMP"
"EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","PT","PT","PT","PT","PT","PT","PT","FT","FT","FT","FT","PLEAVE","PLEAVE","PT"
"MIL/CS","MIL/CS","EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","EDU","EDU","PLEAVE","PLEAVE","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","MIL/CS","MIL/CS","EDU","EDU","EDU","EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","EDU","MIL/CS","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","FT"
"EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PT","PT","PT"
"MIL/CS","MIL/CS","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"FT","FT","MIL/CS","MIL/CS","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"FT","FT","FT","MIL/CS","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","FT","FT","FT","MIL/CS","MIL/CS","MIL/CS","FT","FT","FT","FT","FT","FT","FT","FT","UNEMP","FT","FT","FT","FT","FT","FT"
"EDU","MIL/CS","EDU","EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","FT","FT","MIL/CS","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","PLEAVE","PLEAVE","PLEAVE","PT","PT","PT","PT","PT","PT","PT"
"EDU","EDU","MIL/CS","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","SELF","SELF","SELF","PT","PT"
"FT","FT","FT","FT","FT","FT","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","PT"
"EDU","EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","PLEAVE","PT","PT","PT","PT","PT","PLEAVE","PLEAVE"
"EDU","EDU","EDU","EDU","EDU","EDU","FT","FT","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","MARGINAL"
"EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","UNEMP","PT","PT","PT","PT","PT","UNEMP","UNEMP","PT","PLEAVE","PLEAVE","PLEAVE","PT","PT","PT","PT","PT","PT","UNEMP","FT","FT"
"EDU","EDU","MIL/CS","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","EDU","EDU","EDU","UNEMP","EDU","EDU","EDU","EDU","FT","FT","PLEAVE","PLEAVE","PT","PLEAVE","PT","FT","FT","FT","FT"
"EDU","EDU","PT","FT","FT","FT","FT","FT","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL"
"EDU","EDU","FT","FT","FT","FT","FT","FT","PLEAVE","FT","FT","FT","FT","FT","FT","FT","FT","PLEAVE","FT","FT","FT","FT"
"EDU","EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","PLEAVE","UNEMP","UNEMP","UNEMP","UNEMP","PLEAVE","PT","PT","PT","PT"
"EDU","FT","FT","FT","EDU","EDU","EDU","FT","FT","FT","FT","FT","UNEMP","UNEMP","UNEMP","UNEMP","UNEMP","UNEMP","UNEMP","UNEMP","UNEMP","UNEMP"
"EDU","EDU","EDU","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","PT","PT","PT","PT","PT"
"EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","PLEAVE","EDU","EDU","PLEAVE","PLEAVE","FT","PLEAVE","PLEAVE","FT","FT","FT","PLEAVE","PLEAVE"
"EDU","FT","FT","FT","FT","MIL/CS","MIL/CS","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","MIL/CS","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","MIL/CS","MIL/CS","MIL/CS","MIL/CS","MIL/CS","MIL/CS","MIL/CS","MIL/CS","MIL/CS","PLEAVE","MIL/CS","MIL/CS","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","EDU","EDU","FT","FT","FT","PLEAVE","PT","PT","PT","PT","PT","PT","PT","PT","PT","PT","PLEAVE","PLEAVE","PT"
"EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","PLEAVE","PLEAVE","PLEAVE"
"EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","FT","FT","FT","FT","MIL/CS","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","SELF","SELF"
"EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","UNEMP","UNEMP","UNEMP","UNEMP","UNEMP","UNEMP","UNEMP","UNEMP"
"MARGINAL","EDU","EDU","EDU","EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","FT","FT","MIL/CS","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","MIL/CS","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"FT","FT","MIL/CS","MIL/CS","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","PLEAVE","PT","PLEAVE","PT","PT","PLEAVE","PT"
"EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","UNEMP","MARGINAL","MARGINAL"
"EDU","EDU","MIL/CS","EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","UNEMP","FT","FT","FT"
"EDU","EDU","MIL/CS","MIL/CS","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL"
"EDU","FT","MIL/CS","FT","FT","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","MIL/CS","PT","PT","PT","PT","PT","PT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","PLEAVE","FT","FT","FT","PLEAVE","PLEAVE","FT","FT","FT","FT"
"FT","FT","EDU","MIL/CS","MIL/CS","EDU","EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE"
"EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"FT","FT","FT","FT","FT","FT","FT","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PT","PT","PT","PT","PT","PT","PT","MARGINAL"
"EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","PLEAVE","PLEAVE"
"EDU","EDU","EDU","PLEAVE","PLEAVE","PLEAVE","PT","PT","PT","PT","PT","PLEAVE","PLEAVE","PLEAVE","PT","PT","PT","PT","PT","PT","PT","PT"
"EDU","MIL/CS","MIL/CS","FT","FT","FT","FT","FT","FT","FT","FT","UNEMP","FT","UNEMP","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","MIL/CS","MIL/CS","EDU","EDU","EDU","EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","PLEAVE","PLEAVE","PLEAVE"
"EDU","EDU","EDU","EDU","MIL/CS","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","SELF","SELF","SELF","SELF","SELF","SELF","SELF","SELF","SELF","SELF","SELF","SELF","SELF","FT"
"EDU","EDU","EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","EDU","EDU","EDU","MARGINAL","MARGINAL","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","FT","FT","PLEAVE","FT","FT","FT","FT","PLEAVE","PLEAVE","PLEAVE"
"EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","MARGINAL","MARGINAL","PT","SELF"
"EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","PT"
"EDU","FT","MIL/CS","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE"
"EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","FT","PLEAVE","PT","PT","PLEAVE","PLEAVE","PLEAVE","PT","PT","FT"
"FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","MIL/CS","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"MIL/CS","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"MIL/CS","EDU","EDU","EDU","EDU","EDU","EDU","SELF","SELF","SELF","SELF","SELF","SELF","SELF","SELF","SELF","SELF","SELF","SELF","SELF","SELF","SELF"
"EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","PLEAVE","FT","SELF","SELF"
"EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","PT","PT","PT","PT","PLEAVE","PLEAVE","PLEAVE","PT","PT","PT"
"EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","MIL/CS","UNEMP","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","MARGINAL","MARGINAL","MARGINAL","PT","PLEAVE","PT","PLEAVE","PT","PT","PT","PT"
"EDU","MIL/CS","MIL/CS","MIL/CS","MIL/CS","MIL/CS","MIL/CS","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","PLEAVE","PT","PLEAVE","PLEAVE","PT","PT","PT","PT","PT","PT","FT"
"EDU","EDU","EDU","EDU","EDU","UNEMP","UNEMP","UNEMP","UNEMP","UNEMP","UNEMP","UNEMP","UNEMP","UNEMP","UNEMP","UNEMP","UNEMP","UNEMP","UNEMP","UNEMP","UNEMP","FT"
"EDU","EDU","EDU","EDU","EDU","EDU","EDU","FT","FT","FT","FT","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","SELF","SELF","SELF"
"EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","PT","PT","PT","PT","PT","PT","PT","PT"
"EDU","EDU","EDU","EDU","EDU","MIL/CS","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","PLEAVE","PT","PLEAVE","PLEAVE","MARGINAL","MARGINAL","MARGINAL","MARGINAL","MARGINAL","PT","PT","PT"
"EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","MIL/CS","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","MARGINAL","FT","FT","FT","FT","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PT","PT"
"EDU","EDU","MIL/CS","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","EDU","MIL/CS","EDU","EDU","EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","FT","UNEMP","UNEMP","UNEMP","EDU","FT","FT","FT","SELF","SELF","SELF","SELF","SELF","FT","FT","FT","FT","FT","FT"
"SELF","FT","FT","FT","FT","FT","PLEAVE","PLEAVE","FT","FT","FT","PT","PT","PT","PT","PT","PT","PLEAVE","PT","PT","PT","PT"
"MARGINAL","EDU","EDU","EDU","EDU","EDU","MARGINAL","UNEMP","EDU","EDU","EDU","EDU","EDU","EDU","MARGINAL","PLEAVE","PT","PT","PLEAVE","PLEAVE","PLEAVE","PLEAVE"
"EDU","EDU","EDU","EDU","FT","FT","FT","PT","PT","PT","PT","PT","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PLEAVE","PT","PT","PT"
"EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","PLEAVE","PLEAVE","PLEAVE","PT","PT","PT","PT"
"FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","PLEAVE","PLEAVE","PLEAVE","PLEAVE","UNEMP","PT","PT","PT","PT","PT","PT"
"EDU","EDU","EDU","EDU","FT","FT","FT","FT","MIL/CS","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","PLEAVE","PLEAVE","FT","FT","FT","FT","FT","UNEMP","FT"
"EDU","EDU","EDU","EDU","EDU","EDU","EDU","EDU","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","EDU","EDU","EDU","FT","FT","PLEAVE","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","FT","MIL/CS","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT","FT"
"EDU","EDU","FT","EDU","PT","PT","PT","FT","FT","FT","FT","FT","PLEAVE","PLEAVE","FT","FT","FT","FT","FT","FT","FT","FT"
