name,ccode,conflict,ongoing,year,time,t2,t3,hhi,population,GDPpc,dem,colfra,colbrit,LandArea,f1conflict,f2conflict,l1hhi,hhi2,AidgdpMovAvg4,AidgdpMovAvg5,AidgdpDrop4_15,AidgdpDrop4_5,AidgdpDrop5_5,AidgdpDrop5_15,hhiAidpopDrop4_15,hhiAidDrop4_15,gdp_time,gdp_t2,gdp_t3,l1GDPpc,l1LandArea,l1dem,l1population,reerus2,l1reerus2,l1dem2,hhiAidgdpDrop4_15,hhiAidgdpDrop5_15,hhiAidDrop5_15,hhiAidgdpDrop4_5,hhiAidgdpDrop5_5,disasters,f1AidgdpDrop5_15,l1disasters,f1GDPpc,f1dem,f1population,f1disasters,l1AidgdpMovAvg5,f1AidgdpMovAvg5,AidgdpDrop4_20,AidgdpDrop4_10,AidgdpDrop5_20,AidgdpDrop5_10,hhiAidgdpDrop4_20,hhiAidgdpDrop4_10,hhiAidgdpDrop5_20,hhiAidgdpDrop5_10,r_ccode,totprog_f,totcom,progshare,alltied,tiedshare,ShareNGODisb,ShareGovDisb,DepAidgdpMovAvg5
Cyprus,352,0,0,2007,38,1444,54872,,853814,58.7327,1,0,1,924,,,,,0,0,0,0,0,0,,,28,784,21952,56.439068,924,1,845037,96.339996,99.859169,1,,,,,,1,,0,,,,,0,,0,0,0,0,,,,,352,,,,,,,,0
Moldova,359,0,0,1970,1,1,1,,3594501,,,0,0,3288,0,0,,,,,0,0,0,0,,,1,1,1,,,,,138.04584,,,,,,,,0,0,,,,3645524,0,,0,0,0,0,0,,,,,359,,,,,,,,
Moldova,359,0,0,1971,2,4,8,,3645524,,,0,0,3288,0,0,,,0,0,0,0,0,0,,,2,4,8,,3288,,3594501,134.12083,138.04584,,,,,,,0,0,0,,,3697183,0,,0,0,0,0,0,,,,,359,,,,,,,,0
Moldova,359,0,0,1972,3,9,27,,3697183,,,0,0,3288,0,0,,,0,0,0,0,0,0,,,3,9,27,,3288,,3645524,123.985,134.12083,,,,,,,0,0,0,,,3747974,0,0,0,0,0,0,0,,,,,359,,,,,,,,0
Moldova,359,0,0,1973,4,16,64,,3747974,,,0,0,3288,0,0,,,0,0,0,0,0,0,,,4,16,64,,3288,,3697183,112.57584,123.985,,,,,,,0,0,0,,,3795721,0,0,0,0,0,0,0,,,,,359,,,,,,,,0
Moldova,359,0,0,1974,5,25,125,,3795721,,,0,0,3288,0,0,,,0,0,0,0,0,0,,,5,25,125,,3288,,3747974,107.53333,112.57584,,,,,,,0,0,0,,,3838998,0,0,0,0,0,0,0,,,,,359,,,,,,,,0
Moldova,359,0,0,1975,6,36,216,,3838998,,,0,0,3288,0,0,,,0,0,0,0,0,0,,,6,36,216,,3288,,3795721,105.59583,107.53333,,,,,,,0,0,0,,,3877052,0,0,0,0,0,0,0,,,,,359,,,,,,,,0
Moldova,359,0,0,1976,7,49,343,,3877052,,,0,0,3288,0,0,,,0,0,0,0,0,0,,,7,49,343,,3288,,3838998,106.23083,105.59583,,,,,,,0,0,0,,,3910760,0,0,0,0,0,0,0,,,,,359,,,,,,,,0
Moldova,359,0,0,1977,8,64,512,,3910760,,,0,0,3288,0,0,,,0,0,0,0,0,0,,,8,64,512,,3288,,3877052,104.23333,106.23083,,,,,,,0,0,0,,,3942280,0,0,0,0,0,0,0,,,,,359,,,,,,,,0
Moldova,359,0,0,1978,9,81,729,,3942280,,,0,0,3288,0,0,,,0,0,0,0,0,0,,,9,81,729,,3288,,3910760,95.864166,104.23333,,,,,,,0,0,0,,,3974656,0,0,0,0,0,0,0,,,,,359,,,,,,,,0
Moldova,359,0,0,1979,10,100,1000,,3974656,,,0,0,3288,0,0,,,0,0,0,0,0,0,,,10,100,1000,,3288,,3942280,96.933334,95.864166,,,,,,,0,0,0,,,4009998,0,0,0,0,0,0,0,,,,,359,,,,,,,,0
Moldova,359,0,0,1980,11,121,1331,,4009998,,,0,0,3288,0,0,,,0,0,0,0,0,0,,,11,121,1331,,3288,,3974656,98.853333,96.933334,,,,,,,0,0,0,,,4048772,0,0,0,0,0,0,0,,,,,359,,,,,,,,0
Moldova,359,0,0,1981,12,144,1728,,4048772,,,0,0,3288,0,0,,,0,0,0,0,0,0,,,12,144,1728,,3288,,4009998,106.25417,98.853333,,,,,,,0,0,0,,,4090009,0,0,0,0,0,0,0,,,,,359,,,,,,,,0
Moldova,359,0,0,1982,13,169,2197,,4090009,,,0,0,3288,0,0,,,0,0,0,0,0,0,,,13,169,2197,,3288,,4048772,117.98417,106.25417,,,,,,,0,0,0,,,4132576,0,0,0,0,0,0,0,,,,,359,,,,,,,,0
Moldova,359,0,0,1983,14,196,2744,,4132576,,,0,0,3288,0,0,,,0,0,0,0,0,0,,,14,196,2744,,3288,,4090009,121.41333,117.98417,,,,,,,0,0,0,,,4174737,0,0,0,0,0,0,0,,,,,359,,,,,,,,0
Moldova,359,0,0,1984,15,225,3375,,4174737,,,0,0,3288,0,0,,,0,0,0,0,0,0,,,15,225,3375,,3288,,4132576,127.43833,121.41333,,,,,,,0,0,0,,,4214996,0,0,0,0,0,0,0,,,,,359,,,,,,,,0
Moldova,359,0,0,1985,16,256,4096,,4214996,,,0,0,3288,0,0,,,0,0,0,0,0,0,,,16,256,4096,,3288,,4174737,131.52834,127.43833,,,,,,,0,0,0,,,4252935,0,0,0,0,0,0,0,,,,,359,,,,,,,,0
Moldova,359,0,0,1986,17,289,4913,,4252935,,,0,0,3288,0,0,,,0,0,0,0,0,0,,,17,289,4913,,3288,,4214996,113.74833,131.52834,,,,,,,0,0,0,,,4288219,0,0,0,0,0,0,0,,,,,359,,,,,,,,0
Moldova,359,0,0,1987,18,324,5832,,4288219,,,0,0,3288,0,0,,,0,0,0,0,0,0,,,18,324,5832,,3288,,4252935,103.40334,113.74833,,,,,,,0,0,0,,,4319491,0,0,0,0,0,0,0,,,,,359,,,,,,,,0
Moldova,359,0,0,1988,19,361,6859,,4319491,,,0,0,3288,0,0,,,0,0,0,0,0,0,,,19,361,6859,,3288,,4288219,96.161667,103.40334,,,,,,,0,0,0,,,4345161,0,0,0,0,0,0,0,,,,,359,,,,,,,,0
Moldova,359,0,0,1989,20,400,8000,,4345161,,,0,0,3288,0,0,,,0,0,0,0,0,0,,,20,400,8000,,3288,,4319491,98.638336,96.161667,,,,,,,0,0,0,,,4363950,0,0,0,0,0,0,0,,,,,359,,,,,,,,0
Moldova,359,0,0,1990,21,441,9261,,4363950,,,0,0,3288,0,1,,,0,0,0,0,0,0,,,21,441,9261,,3288,,4345161,95.665001,98.638336,,,,,,,0,0,0,,5,4375424,0,0,0,0,0,0,0,,,,,359,,,,,,,,0
Moldova,359,0,0,1991,22,484,10648,,4375424,,5,0,0,3288,1,0,,,0,0,0,0,0,0,,,22,484,10648,,3288,,4363950,93.373329,95.665001,5,,,,,,0,0,0,9.6781301,5,4379347,0,0,0,0,0,0,0,,,,,359,,,,,,,,0
Moldova,359,1,0,1992,23,529,12167,,4379347,9.6781301,5,0,0,3288,0,0,,,0,0,0,0,0,0,,,23,529,12167,,3288,5,4375424,91.464165,93.373329,5,,,,,,0,0,0,9.3845253,5,4374975,0,0,0,0,0,0,0,,,,,359,0,132.2025,0,0,0,,,0
Moldova,359,0,0,1993,1,1,1,,4374975,9.3845253,5,0,0,3288,0,0,,,0,0,0,0,0,0,,,24,576,13824,9.6781301,3288,5,4379347,93.772499,91.464165,5,,,,,,0,0,0,7.5131559,4,4361570,2,0,0,0,0,0,0,,,,,359,,,,,,,,0
Moldova,359,0,0,1994,2,4,8,,4361570,7.5131559,4,0,0,3288,0,0,,,0,0,0,0,0,0,,,25,625,15625,9.3845253,3288,5,4374975,93.455002,93.772499,5,,,,,,2,0,0,7.7180238,4,4338750,0,0,0,0,0,0,0,,,,,359,0,94091.391,0,41468.93,.44073033,,,0
Moldova,359,0,0,1995,3,9,27,,4338750,7.7180238,4,0,0,3288,0,0,,,0,0,0,0,0,0,,,26,676,17576,7.5131559,3288,4,4361570,93.03083,93.455002,4,,,,,,0,0,2,7.3538432,3,4306724,0,0,0,0,0,0,0,,,,,359,0,10611.386,0,10519.228,.99131519,,,0
Moldova,359,0,0,1996,4,16,64,,4306724,7.3538432,3,0,0,3288,0,0,,,0,0,0,0,0,0,,,27,729,19683,7.7180238,3288,4,4338750,96.665833,93.03083,4,,,,,,0,0,0,7.6714478,3,4266089,1,0,0,0,0,0,0,,,,,359,16500,42911.902,.3845087,40952.977,.95435005,,,0
Moldova,359,0,0,1997,5,25,125,.3533659,4266089,7.6714478,3,0,0,3288,0,0,,.12486746,0,0,0,0,0,0,0,0,28,784,21952,7.3538432,3288,3,4306724,102.0325,96.665833,3,0,0,0,0,0,1,0,0,6.8836675,2,4217497,0,0,2.6106208e-09,0,0,0,0,0,0,0,0,359,0,21965.668,0,20427.289,.92996436,,,1.3053104e-08
Moldova,359,0,0,1998,6,36,216,.23287705,4217497,6.8836675,2,0,0,3288,0,0,.3533659,.054231718,3.2632761e-09,2.6106208e-09,0,0,0,0,0,0,29,841,24389,7.6714478,3288,3,4266089,109.12333,102.0325,3,0,0,0,0,0,0,0,1,6.1808329,2,4161844,2,0,6.9733015e-09,0,0,0,0,0,0,0,0,359,6046.8633,37797.777,.15997933,26131.777,.69135749,,,1.9202782e-08
Moldova,359,0,0,1999,7,49,343,.52350324,4161844,6.1808329,2,0,0,3288,0,0,.23287705,.27405566,8.7166265e-09,6.9733015e-09,0,0,0,0,0,0,30,900,27000,6.8836675,3288,2,4217497,106.45417,109.12333,2,0,0,0,0,0,2,0,0,6.2278385,2,4100257,2,2.6106208e-09,1.6686521e-08,0,0,0,0,0,0,0,0,359,9142.9414,72067.914,.12686563,349.83569,.0048542502,,,4.1592795e-08
Moldova,359,0,0,2000,8,64,512,.33993831,4100257,6.2278385,2,0,0,3288,0,0,.52350324,.11555806,2.0858151e-08,1.6686521e-08,0,0,0,0,0,0,31,961,29791,6.1808329,3288,2,4161844,110.07417,106.45417,2,0,0,0,0,0,2,0,2,6.6425924,2,4032765,0,6.9733015e-09,2.9064497e-08,0,0,0,0,0,0,0,0,359,17189.361,85236.828,.20166589,495.17929,.0058094524,,,4.5203365e-08
Moldova,359,0,0,2001,9,81,729,.31784713,4032765,6.6425924,2,0,0,3288,0,0,.33993831,.1010268,3.6330622e-08,2.9064497e-08,0,0,0,0,0,0,32,1024,32768,6.2278385,3288,2,4100257,116.35583,110.07417,2,0,0,0,0,0,0,0,2,7.226573,3,3960665,1,1.6686521e-08,4.3568150e-08,0,0,0,0,0,0,0,0,359,,,,,,,,4.3453770e-08
Moldova,359,0,0,2002,10,100,1000,.39888251,3960665,7.226573,3,0,0,3288,0,0,.31784713,.15910725,5.1196913e-08,4.3568150e-08,0,0,0,0,0,0,33,1089,35937,6.6425924,3288,2,4032765,115.44833,116.35583,2,0,0,0,0,0,1,0,0,7.6284509,3,3887928,0,2.9064497e-08,5.4909911e-08,0,0,0,0,0,0,0,0,359,,,,,,,,2.6193755e-08
Moldova,359,0,0,2003,11,121,1331,.28022072,3887928,7.6284509,3,0,0,3288,0,0,.39888251,.078523651,6.3184039e-08,5.4909911e-08,0,0,0,0,0,0,34,1156,39304,7.226573,3288,3,3960665,106.73666,115.44833,3,0,0,0,0,0,0,0,1,7.7147236,3,3819598,0,4.3568150e-08,6.2055449e-08,0,0,0,0,0,0,0,0,359,18661,68486.531,.27247694,2729.5601,.039855428,,,2.6311806e-09
Moldova,359,0,0,2004,12,144,1728,.22175673,3819598,7.7147236,3,0,0,3288,0,0,.28022072,.049176045,6.5427784e-08,6.2055449e-08,1,0,0,0,0,0,35,1225,42875,7.6284509,3288,3,3887928,101.31084,106.73666,3,.22175673,0,0,0,0,0,0,0,7.9916568,3,3759329,1,5.4909911e-08,6.1868775e-08,1,0,1,0,.22175673,0,.22175673,0,359,6714.2422,84968.523,.079020344,2369.9919,.027892588,.064322434,.025414705,-1.4422723e-08
Moldova,359,0,0,2005,13,169,2197,.16919886,3759329,7.9916568,3,0,0,3288,0,0,.22175673,.028628252,6.1863496e-08,6.1868775e-08,0,0,0,0,0,0,1,1,1,7.7147236,3288,3,3819598,99.999168,101.31084,3,0,0,0,0,0,1,1,0,8.1528597,3,3708848,1,6.2055449e-08,6.1469393e-08,0,0,0,0,0,0,0,0,359,6791.7959,115977.02,.058561567,31504.568,.27164492,.06592039,.02949517,-1.9758013e-09
Moldova,359,0,0,2006,14,196,2744,.1429731,3708848,8.1528597,3,0,0,3288,0,0,.16919886,.020441307,5.8707176e-08,6.1469393e-08,1,0,0,1,0,0,2,4,8,7.9916568,3288,3,3759329,99.859169,99.999168,3,.1429731,.1429731,0,0,0,1,0,1,8.302907,3,3667469,1,6.1868775e-08,5.5752135e-08,1,0,1,0,.1429731,0,.1429731,0,359,3799.95,114193.98,.033276275,27464.574,.24050808,.12452108,.34994161,-1.7537404e-08
Moldova,359,0,0,2007,15,225,3375,.11751375,3667469,8.302907,3,0,0,3288,0,,.1429731,.013809481,5.2249696e-08,5.5752135e-08,0,0,0,0,0,0,1,1,1,8.1528597,3288,3,3708848,96.339996,99.859169,3,0,0,0,0,0,1,0,1,,,,1,6.1469393e-08,5.0567863e-08,0,0,1,0,0,0,.11751375,0,359,12349.557,103227.77,.11963406,18138.115,.17570965,.13947724,.37120375,-1.1911597e-08
Moldova,359,0,0,2008,16,256,4096,,,,,,,3288,,,.11751375,,4.8824557e-08,5.0567863e-08,0,0,0,0,,,2,4,8,8.302907,3288,3,3667469,94.114998,96.339996,3,,,,,,1,,1,,,,,5.5752135e-08,,0,0,0,0,,,,,359,,,,,,.12890196,.46381208,
Romania,360,0,0,1970,1,1,1,,,,,,,22987,0,0,,,,,0,0,0,0,,,1,1,1,,,,,138.04584,,,,,,,,1,0,,,,,0,,,0,0,0,0,,,,,360,,,,,,,,
Romania,360,0,0,1971,2,4,8,,,,,,,22987,0,0,,,,,0,0,0,0,,,2,4,8,,22987,,,134.12083,138.04584,,,,,,,0,0,1,,,,0,,,0,0,0,0,,,,,360,,,,,,,,
Romania,360,0,0,1972,3,9,27,,,,,,,22987,0,0,,,,,0,0,0,0,,,3,9,27,,22987,,,123.985,134.12083,,,,,,,0,0,0,,,,0,,,0,0,0,0,,,,,360,,,,,,,,
Romania,360,0,0,1973,4,16,64,,,,,,,22987,0,0,,,,,0,0,0,0,,,4,16,64,,22987,,,112.57584,123.985,,,,,,,0,0,0,,,,0,,,0,0,0,0,,,,,360,,,,,,,,
Romania,360,0,0,1974,5,25,125,,,,,,,22987,0,0,,,,,0,0,0,0,,,5,25,125,,22987,,,107.53333,112.57584,,,,,,,0,0,0,,,,1,,,0,0,0,0,,,,,360,,,,,,,,
Romania,360,0,0,1975,6,36,216,,,,,,,22987,0,0,,,,,0,0,0,0,,,6,36,216,,22987,,,105.59583,107.53333,,,,,,,1,0,0,,,,0,,,0,0,0,0,,,,,360,,,,,,,,
Romania,360,0,0,1976,7,49,343,,,,,,,22987,0,0,,,,,0,0,0,0,,,7,49,343,,22987,,,106.23083,105.59583,,,,,,,0,0,1,,,,1,,,0,0,0,0,,,,,360,,,,,,,,
Romania,360,0,0,1977,8,64,512,,,,,,,22987,0,0,,,,,0,0,0,0,,,8,64,512,,22987,,,104.23333,106.23083,,,,,,,1,0,0,,,,0,,,0,0,0,0,,,,,360,,,,,,,,
Romania,360,0,0,1978,9,81,729,,,,,,,22987,0,0,,,,,0,0,0,0,,,9,81,729,,22987,,,95.864166,104.23333,,,,,,,0,0,1,,,,0,,,0,0,0,0,,,,,360,,,,,,,,
Romania,360,0,0,1979,10,100,1000,,,,,,,22987,0,0,,,,,0,0,0,0,,,10,100,1000,,22987,,,96.933334,95.864166,,,,,,,0,0,0,,,,0,,,0,0,0,0,,,,,360,,,,,,,,
Romania,360,0,0,1980,11,121,1331,,,,,,,22987,0,0,,,,,0,0,0,0,,,11,121,1331,,22987,,,98.853333,96.933334,,,,,,,0,0,0,,,,0,,,0,0,0,0,,,,,360,,,,,,,,
Romania,360,0,0,1981,12,144,1728,,,,,,,22987,0,0,,,,,0,0,0,0,,,12,144,1728,,22987,,,106.25417,98.853333,,,,,,,0,0,0,,,,0,,,0,0,0,0,,,,,360,,,,,,,,
Romania,360,0,0,1982,13,169,2197,,,,,,,22987,0,0,,,,,0,0,0,0,,,13,169,2197,,22987,,,117.98417,106.25417,,,,,,,0,0,0,,,,1,,,0,0,0,0,,,,,360,,,,,,,,
Romania,360,0,0,1983,14,196,2744,,,,,,,22987,0,0,,,,,0,0,0,0,,,14,196,2744,,22987,,,121.41333,117.98417,,,,,,,1,0,0,,,,1,,,0,0,0,0,,,,,360,,,,,,,,
Romania,360,0,0,1984,15,225,3375,,,,,,,22987,0,0,,,,,0,0,0,0,,,15,225,3375,,22987,,,127.43833,121.41333,,,,,,,1,0,1,,,,0,,,0,0,0,0,,,,,360,,,,,,,,
Romania,360,0,0,1985,16,256,4096,,,,,,,22987,0,0,,,,,0,0,0,0,,,16,256,4096,,22987,,,131.52834,127.43833,,,,,,,0,0,1,,,,1,,,0,0,0,0,,,,,360,,,,,,,,
Romania,360,0,0,1986,17,289,4913,,,,,,,22987,0,0,,,,,0,0,0,0,,,17,289,4913,,22987,,,113.74833,131.52834,,,,,,,1,0,0,,,,0,,,0,0,0,0,,,,,360,,,,,,,,
Romania,360,0,0,1987,18,324,5832,,,,,,,22987,0,1,,,,,0,0,0,0,,,18,324,5832,,22987,,,103.40334,113.74833,,,,,,,0,0,1,,,,0,,,0,0,0,0,,,,,360,,,,,,,,
Romania,360,0,0,1988,19,361,6859,,,,,,,22987,1,0,,,,,0,0,0,0,,,19,361,6859,,22987,,,96.161667,103.40334,,,,,,,0,0,0,,,,2,,,0,0,0,0,,,,,360,,,,,,,,
Romania,360,1,0,1989,20,400,8000,,,,,,,22987,0,0,,,,,0,0,0,0,,,20,400,8000,,22987,,,98.638336,96.161667,,,,,,,2,0,0,,,,1,,,0,0,0,0,,,,,360,0,3077.1377,0,0,0,,,
Romania,360,0,0,1990,1,1,1,,,,,,,22987,0,0,,,,,0,0,0,0,,,21,441,9261,,22987,,,95.665001,98.638336,,,,,,,1,0,2,,,,3,,,0,0,0,0,,,,,360,,,,,,,,
Romania,360,0,0,1991,2,4,8,,,,,,,22987,0,0,,,,,0,0,0,0,,,22,484,10648,,22987,,,93.373329,95.665001,,,,,,,3,0,1,,,,0,,,0,0,0,0,,,,,360,0,1925.6296,0,1913.5544,.99372923,,,
Romania,360,0,0,1992,3,9,27,,,,,,,22987,0,0,,,,,0,0,0,0,,,23,529,12167,,22987,,,91.464165,93.373329,,,,,,,0,0,3,,,,2,,,0,0,0,0,,,,,360,122336.23,131233.97,.93219942,2261.6614,.017233811,,,
Romania,360,0,0,1993,4,16,64,,,,,,,22987,0,0,,,,,0,0,0,0,,,24,576,13824,,22987,,,93.772499,91.464165,,,,,,,2,0,0,,,,3,,,0,0,0,0,,,,,360,0,9150.8994,0,5281.6558,.57717341,,,
Romania,360,0,0,1994,5,25,125,,,,,,,22987,0,0,,,,,0,0,0,0,,,25,625,15625,,22987,,,93.455002,93.772499,,,,,,,3,0,2,,,,3,,,0,0,0,0,,,,,360,0,16652.662,0,2366.9063,.1421338,,,
Romania,360,0,0,1995,6,36,216,,,,,,,22987,0,0,,,,,0,0,0,0,,,26,676,17576,,22987,,,93.03083,93.455002,,,,,,,3,0,3,,,,4,,,0,0,0,0,,,,,360,1.7885,55481.352,.000032236057,41754.867,.7525928,,,
Romania,360,0,0,1996,7,49,343,,,,,,,22987,0,0,,,,,0,0,0,0,,,27,729,19683,,22987,,,96.665833,93.03083,,,,,,,4,0,3,,,,3,,,0,0,0,0,,,,,360,31.778,22335.861,.0014227345,2228.0808,.099753521,,,
Romania,360,0,0,1997,8,64,512,,,,,,,22987,0,0,,,,,0,0,0,0,,,28,784,21952,,22987,,,102.0325,96.665833,,,,,,,3,0,4,,,,3,,,0,0,0,0,,,,,360,0,81680.094,0,4757.4219,.058244571,,,
Romania,360,0,0,1998,9,81,729,,,,,,,22987,0,0,,,,,0,0,0,0,,,29,841,24389,,22987,,,109.12333,102.0325,,,,,,,3,0,3,,,,4,,,0,0,0,0,,,,,360,0,228779.44,0,37864.637,.16550717,,,
Romania,360,0,0,1999,10,100,1000,,,,,,,22987,0,0,,,,,0,0,0,0,,,30,900,27000,,22987,,,106.45417,109.12333,,,,,,,4,0,3,,,,7,,,0,0,0,0,,,,,360,0,96066.063,0,159.8295,.0016637457,,,
Romania,360,0,0,2000,11,121,1331,,,,,,,22987,0,0,,,,,0,0,0,0,,,31,961,29791,,22987,,,110.07417,106.45417,,,,,,,7,0,4,,,,6,,,0,0,0,0,,,,,360,4638.3032,86955.57,.053341072,2077.9746,.02389697,,,
Romania,360,0,0,2001,12,144,1728,,,,,,,22987,0,0,,,,,0,0,0,0,,,32,1024,32768,,22987,,,116.35583,110.07417,,,,,,,6,0,7,,,,4,,,0,0,0,0,,,,,360,,,,,,,,
Romania,360,0,0,2002,13,169,2197,,,,,,,22987,0,0,,,,,0,0,0,0,,,33,1089,35937,,22987,,,115.44833,116.35583,,,,,,,4,0,6,,,,3,,,0,0,0,0,,,,,360,,,,,,,,
Romania,360,0,0,2003,14,196,2744,,,,,,,22987,0,0,,,,,0,0,0,0,,,34,1156,39304,,22987,,,106.73666,115.44833,,,,,,,3,0,4,,,,7,,,0,0,0,0,,,,,360,0,153158.3,0,9415.8896,.061478157,,,
Romania,360,0,0,2004,15,225,3375,,,,,,,22987,0,0,,,,,0,0,0,0,,,35,1225,42875,,22987,,,101.31084,106.73666,,,,,,,7,0,3,,,,9,,,0,0,0,0,,,,,360,0,161807.25,0,5302.6426,.032771353,,,
Romania,360,0,0,2005,16,256,4096,,,,,,,22987,0,0,,,,,0,0,0,0,,,36,1296,46656,,22987,,,99.999168,101.31084,,,,,,,9,0,7,,,,9,,,0,0,0,0,,,,,360,,,,,,,,
Romania,360,0,0,2006,17,289,4913,,,,,,,22987,0,0,,,,,0,0,0,0,,,37,1369,50653,,22987,,,99.859169,99.999168,,,,,,,9,0,9,,,,6,,,0,0,0,0,,,,,360,,,,,,,,
Romania,360,0,0,2007,18,324,5832,,,,,,,22987,0,,,,,,0,0,0,0,,,38,1444,54872,,22987,,,96.339996,99.859169,,,,,,,6,0,9,,,,2,,,0,0,0,0,,,,,360,,,,,,,,
Romania,360,0,0,2008,19,361,6859,,,,,,,22987,,,,,,,0,0,0,0,,,39,1521,59319,,22987,,,94.114998,96.339996,,,,,,,2,,6,,,,,,,0,0,0,0,,,,,360,,,,,,,,
Russia,365,0,0,1970,1,1,1,,,,,,,1638094,0,0,,,,,0,0,0,0,,,1,1,1,,,,,138.04584,,,,,,,,0,0,,,,,0,,,0,0,0,0,,,,,365,,,,,,,,
Russia,365,0,0,1971,2,4,8,,,,,,,1638094,0,0,,,,,0,0,0,0,,,2,4,8,,1638094,,,134.12083,138.04584,,,,,,,0,0,0,,,,0,,,0,0,0,0,,,,,365,,,,,,,,
Russia,365,0,0,1972,3,9,27,,,,,,,1638094,0,0,,,,,0,0,0,0,,,3,9,27,,1638094,,,123.985,134.12083,,,,,,,0,0,0,,,,0,,,0,0,0,0,,,,,365,,,,,,,,
Russia,365,0,0,1973,4,16,64,,,,,,,1638094,0,0,,,,,0,0,0,0,,,4,16,64,,1638094,,,112.57584,123.985,,,,,,,0,0,0,,,,0,,,0,0,0,0,,,,,365,,,,,,,,
Russia,365,0,0,1974,5,25,125,,,,,,,1638094,0,0,,,,,0,0,0,0,,,5,25,125,,1638094,,,107.53333,112.57584,,,,,,,0,0,0,,,,0,,,0,0,0,0,,,,,365,,,,,,,,
Russia,365,0,0,1975,6,36,216,,,,,,,1638094,0,0,,,,,0,0,0,0,,,6,36,216,,1638094,,,105.59583,107.53333,,,,,,,0,0,0,,,,0,,,0,0,0,0,,,,,365,,,,,,,,
Russia,365,0,0,1976,7,49,343,,,,,,,1638094,0,0,,,,,0,0,0,0,,,7,49,343,,1638094,,,106.23083,105.59583,,,,,,,0,0,0,,,,0,,,0,0,0,0,,,,,365,,,,,,,,
Russia,365,0,0,1977,8,64,512,,,,,,,1638094,0,0,,,,,0,0,0,0,,,8,64,512,,1638094,,,104.23333,106.23083,,,,,,,0,0,0,,,,0,,,0,0,0,0,,,,,365,,,,,,,,
Russia,365,0,0,1978,9,81,729,,,,,,,1638094,0,0,,,,,0,0,0,0,,,9,81,729,,1638094,,,95.864166,104.23333,,,,,,,0,0,0,,,,0,,,0,0,0,0,,,,,365,,,,,,,,
Russia,365,0,0,1979,10,100,1000,,,,,,,1638094,0,0,,,,,0,0,0,0,,,10,100,1000,,1638094,,,96.933334,95.864166,,,,,,,0,0,0,,,,0,,,0,0,0,0,,,,,365,,,,,,,,
Russia,365,0,0,1980,11,121,1331,,,,,,,1638094,0,0,,,,,0,0,0,0,,,11,121,1331,,1638094,,,98.853333,96.933334,,,,,,,0,0,0,,,,0,,,0,0,0,0,,,,,365,,,,,,,,
Russia,365,0,0,1981,12,144,1728,,,,,,,1638094,0,0,,,,,0,0,0,0,,,12,144,1728,,1638094,,,106.25417,98.853333,,,,,,,0,0,0,,,,0,,,0,0,0,0,,,,,365,,,,,,,,
Russia,365,0,0,1982,13,169,2197,,,,,,,1638094,0,0,,,,,0,0,0,0,,,13,169,2197,,1638094,,,117.98417,106.25417,,,,,,,0,0,0,,,,0,,,0,0,0,0,,,,,365,,,,,,,,
Russia,365,0,0,1983,14,196,2744,,,,,,,1638094,0,0,,,,,0,0,0,0,,,14,196,2744,,1638094,,,121.41333,117.98417,,,,,,,0,0,0,,,,0,,,0,0,0,0,,,,,365,,,,,,,,
Russia,365,0,0,1984,15,225,3375,,,,,,,1638094,0,0,,,,,0,0,0,0,,,15,225,3375,,1638094,,,127.43833,121.41333,,,,,,,0,0,0,,,,0,,,0,0,0,0,,,,,365,,,,,,,,
Russia,365,0,0,1985,16,256,4096,,,,,,,1638094,0,0,,,,,0,0,0,0,,,16,256,4096,,1638094,,,131.52834,127.43833,,,,,,,0,0,0,,,,0,,,0,0,0,0,,,,,365,,,,,,,,
Russia,365,0,0,1986,17,289,4913,,,,,,,1638094,0,0,,,,,0,0,0,0,,,17,289,4913,,1638094,,,113.74833,131.52834,,,,,,,0,0,0,,,,0,,,0,0,0,0,,,,,365,,,,,,,,
Russia,365,0,0,1987,18,324,5832,,,,,,,1638094,0,0,,,,,0,0,0,0,,,18,324,5832,,1638094,,,103.40334,113.74833,,,,,,,0,0,0,,,,0,,,0,0,0,0,,,,,365,,,,,,,,
Russia,365,0,0,1988,19,361,6859,,,,,,,1638094,0,1,,,,,0,0,0,0,,,19,361,6859,,1638094,,,96.161667,103.40334,,,,,,,0,0,0,,,,0,,,0,0,0,0,,,,,365,,,,,,,,
Russia,365,0,0,1989,20,400,8000,,,,,,,1638094,1,1,,,,,0,0,0,0,,,20,400,8000,,1638094,,,98.638336,96.161667,,,,,,,0,0,0,,,,0,,,0,0,0,0,,,,,365,,,,,,,,
Russia,365,1,0,1990,21,441,9261,,,,,,,1638094,1,0,,,,,0,0,0,0,,,21,441,9261,,1638094,,,95.665001,98.638336,,,,,,,0,0,0,,,,4,,,0,0,0,0,,,,,365,0,228.7625,0,0,0,,,
Russia,365,1,1,1991,1,1,1,,,,,,,1638094,0,1,,,,,0,0,0,0,,,22,484,10648,,1638094,,,93.373329,95.665001,,,,,,,4,0,0,,,,10,,,0,0,0,0,,,,,365,0,1726.4203,0,0,0,,,
Russia,365,0,0,1992,1,1,1,,,,,,,1638094,1,1,,,,,0,0,0,0,,,23,529,12167,,1638094,,,91.464165,93.373329,,,,,,,10,0,4,,,,8,,,0,0,0,0,,,,,365,0,56427.586,0,7020.645,.12441867,,,
